Run,Event,PID1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,PID2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,PID3,E3,px3,py3,pz3,pt3,eta3,phi3,Q3,PID4,E4,px4,py4,pz4,pt4,eta4,phi4,Q4,mZ1,mZ2,M
172401,3729470,-11,79.8732,45.8974,11.8758,-64.2816,47.4089,-1.11208,0.253193,1,11,40.0327,-36.8614,-10.6502,-11.4204,38.3691,-0.293418,-2.86033,-1,-13,48.5643,-40.5716,-22.7848,-13.9024,46.5317,-0.294497,-2.62989,1,13,79.4437,30.9827,-0.575343,-73.1508,30.9881,-1.59418,-0.0185677,-1,90.3889,92.539,185.693
172868,933807102,-11,102.449,87.3719,52.3065,-11.2265,101.832,-0.110022,0.539437,1,11,52.9591,34.6148,-32.7692,-23.0794,47.6656,-0.46703,-0.758016,-1,13,165.08,-72.4362,-36.8636,-143.685,81.2768,-1.33472,-2.67084,-1,-13,52.6736,-35.0749,32.778,-21.6761,48.0067,-0.437438,2.39003,1,92.1786,87.8203,314.539
163237,41158481,11,23.1604,10.6964,18.8777,8.10096,21.6975,0.365189,1.05528,-1,-11,19.0242,-1.99355,-11.4848,-15.0347,11.6566,-1.07222,-1.74266,1,-13,34.9352,-3.79754,-21.4673,-27.2982,21.8006,-1.04895,-1.74588,1,13,13.2384,5.95324,10.8178,4.77278,12.3477,0.377502,1.06771,-1,41.1734,40.0133,84.6655
166554,395098004,11,13.6666,9.92125,-5.87347,-7.33812,11.5295,-0.599842,-0.534523,-1,-11,12.2028,-4.64496,7.93832,-8.01976,9.19742,-0.787877,2.10021,1,13,56.9386,-48.8868,-28.2899,7.19422,56.4822,0.12703,-2.61699,-1,-13,15.0973,13.6421,3.01871,5.71822,13.9721,0.398618,0.217769,1,56.0502,20.0315,90.2377
166950,1491724484,11,65.4968,34.8201,34.7149,43.2698,49.1687,0.793947,0.783884,-1,-11,48.2976,-43.1704,-9.65137,19.3863,44.2361,0.425307,-2.92164,1,13,33.7468,16.8681,-29.1201,2.51404,33.6529,0.0746358,-1.04577,-1,-13,107.174,-13.6052,15.0956,105.229,20.3218,2.34679,2.30431,1,91.2442,89.6807,188.934
173692,2722114329,-11,51.572,-41.9751,-21.0973,21.276,46.9788,0.438679,-2.67586,1,11,75.7442,21.6475,38.7022,61.406,44.345,1.12908,1.06081,-1,13,29.8935,-15.0814,-24.6878,-7.52831,28.9298,-0.257376,-2.11918,-1,-13,97.6274,19.983,5.70277,95.3901,20.7808,2.22875,0.277992,1,90.3186,93.0051,188.724
166922,112725318,11,26.9831,-24.6867,2.0513,-10.6979,24.7718,-0.419451,3.05869,-1,-11,31.0754,14.0512,11.7335,25.1112,18.3061,1.12144,0.695753,1,13,32.1241,-16.5619,-6.78284,26.6767,17.897,1.18952,-2.75288,-1,-13,34.5865,0.91502,-13.2461,31.9361,13.2776,1.61146,-1.50183,1,53.4782,19.2057,97.4925
165633,394010457,-11,83.3579,-47.1287,-62.1287,-29.4526,77.9813,-0.369241,-2.21976,1,11,58.3598,35.0452,-14.0502,-44.5005,37.7567,-1.00221,-0.381297,-1,-13,78.7781,35.8377,42.7459,-55.6276,55.7813,-0.879425,0.873082,1,13,52.6351,-33.9963,39.2427,8.64342,51.9205,0.165715,2.28468,-1,91.3039,93.0893,244.614
165970,275108397,-11,17.5272,-9.64935,-14.6291,-0.291034,17.5248,-0.0166062,-2.15389,1,11,9.12118,4.97206,-6.48746,-4.04813,8.17365,-0.476974,-0.916874,-1,13,87.1034,-12.3418,49.1408,70.851,50.6669,1.13703,1.81686,-1,-13,90.3821,28.1067,-31.9461,79.7395,42.5504,1.38582,-0.849245,1,90.9915,14.9508,141.926
163340,218958268,11,66.4218,-19.2252,6.90824,63.2023,20.4287,1.8477,2.79663,-1,-11,16.467,14.103,-0.51068,8.4857,14.1122,0.569941,-0.036195,1,-13,26.9257,22.9008,-1.25631,14.1052,22.9352,0.581646,-0.0548037,1,13,64.3576,-12.4915,0.109829,63.1335,12.492,2.32296,3.1328,-1,47.5095,40.7949,90.0069
172949,1188043146,-11,71.8983,67.0767,-20.2283,-16.1524,70.0604,-0.228555,-0.292897,1,11,39.9942,-23.7839,-0.486177,-32.15,23.7888,-1.10945,-3.12115,-1,13,57.7394,-54.0647,7.237,-18.9331,54.547,-0.34048,3.00853,-1,-13,37.984,32.342,-19.4447,4.32089,37.7373,0.11425,-0.541315,1,91.2609,88.7887,193.899
166408,917379387,11,52.1652,30.5705,41.8175,-6.16037,51.8001,-0.118647,0.939536,-1,-11,49.4396,-32.5934,-12.721,-34.9303,34.9879,-0.880209,-2.76948,1,13,217.88,-52.3861,-44.7491,-206.7,68.8969,-1.81849,-2.43466,-1,-13,166.384,29.3645,31.1233,-160.788,42.7894,-2.0342,0.814466,1,88.2292,109.068,261.277
163334,286336207,-11,56.1417,-17.1982,-26.2035,-46.5778,31.3433,-1.187,-2.15161,1,11,30.1759,17.8132,22.5284,-9.25975,28.72,-0.317075,0.901751,-1,-13,50.4618,43.9348,20.2387,-14.3703,48.3722,-0.292873,0.431677,1,13,50.4224,-38.4343,-24.9245,-21.071,45.8086,-0.445133,-2.56627,-1,94.1771,65.7192,163.112
173657,34442568,13,35.9978,32.7631,-4.41922,-14.2436,33.0598,-0.418519,-0.134075,-1,-13,29.0804,-19.3105,-5.31425,21.0837,20.0284,0.918146,-2.87304,1,13,17.3154,-10.8701,-3.64596,12.9753,11.4653,0.971505,-2.81797,-1,-13,11.4939,-1.20978,11.3565,1.29029,11.4207,0.112739,1.67692,1,62.5513,20.5205,91.4517
166512,337493970,13,52.9826,-49.917,8.17082,15.7696,50.5813,0.306925,2.97934,-1,13,72.1018,15.3284,21.3547,-67.1392,26.2866,-1.66715,0.948222,-1,-13,89.7552,10.3467,-20.2724,86.8214,22.7601,2.04874,-1.09888,1,-13,30.2162,2.32913,-13.0684,27.144,13.2743,1.46351,-1.39442,1,92.1352,90.2049,235.88
171091,69105221,13,165.975,-12.628,-30.2289,162.71,32.7605,2.30588,-1.96651,-1,-13,68.1611,6.93837,22.8576,63.8382,23.8875,1.70944,1.27609,1,-13,19.5056,4.71517,8.50412,16.9087,9.72383,1.32037,1.06454,1,13,24.8387,-8.09683,3.05681,23.2819,8.65464,1.71561,2.7806,-1,58.3874,14.3541,79.3858
172952,559839432,13,110.26,-69.151,68.8363,-51.3524,97.572,-0.504613,2.35847,-1,13,88.3199,85.944,-16.8197,-11.451,87.5743,-0.130388,-0.193263,-1,-13,45.0987,-19.9828,-29.1408,-28.0247,35.3341,-0.727298,-2.17188,1,-13,9.79377,3.02072,8.34856,-4.13324,8.87824,-0.450186,1.22363,1,91.1877,37.3758,232.929
167282,44166176,-13,54.3881,-27.4999,-43.8652,-16.6628,51.7726,-0.316533,-2.13077,1,13,39.8417,31.5353,18.8533,15.4088,36.7413,0.407975,0.538835,-1,-13,20.3208,3.30081,16.0125,12.0677,16.3491,0.683619,1.3675,1,13,6.83735,4.64276,-2.38618,4.41465,5.22007,0.767963,-0.474752,-1,90.7513,14.735,119.29
172819,298086610,-13,53.1642,17.4985,37.2454,33.6601,41.1512,0.746633,1.13159,1,13,27.0532,-17.2815,-17.6328,11.0589,24.6894,0.434154,-2.34613,-1,13,16.7781,5.8467,-11.9937,10.1716,13.3429,0.702974,-1.11722,-1,-13,22.3313,-3.82954,-8.39217,20.3367,9.22464,1.53157,-1.9989,1,63.6423,13.3843,92.5968
166438,862270386,-13,29.9073,23.9423,10.4693,14.5463,26.1312,0.531313,0.412221,1,-13,75.9432,-11.9684,-19.7576,72.3447,23.0999,1.85933,-2.11544,1,13,88.5518,-15.8223,5.89078,-86.9273,16.8833,-2.34119,2.78518,-1,13,17.5638,-5.11218,2.26363,16.6498,5.59092,1.81147,2.72475,-1,91.9781,15.0249,211.121
163817,155679852,13,87.8379,32.6619,-35.0103,-73.6408,47.8803,-1.21567,-0.820087,-1,13,27.1622,-18.6965,13.7248,14.1367,23.1933,0.576967,2.50836,-1,-13,25.1928,-14.3719,1.0851,20.6625,14.4128,1.15737,3.06623,1,-13,17.1924,-6.65008,-3.15624,-15.5364,7.36107,-1.49204,-2.69846,1,92.1075,34.8027,145.663
173692,292842892,-13,47.5353,-16.3698,32.7288,-30.3389,36.5943,-0.755199,2.03458,1,13,18.198,11.2578,-13.1513,5.6093,17.3117,0.318601,-0.862816,-1,13,11.5706,-11.1768,-1.1966,2.74149,11.2406,0.241535,-3.03494,-1,-13,11.8506,7.19354,-8.50725,4.03802,11.1409,0.354948,-0.868876,1,57.4448,19.8132,86.2909
172163,191231387,-13,175.289,-2.96003,-45.1287,169.354,45.2256,2.03084,-1.63629,1,13,147.786,22.706,16.7463,145.068,28.2135,2.33987,0.635469,-1,-13,24.5629,-2.69663,24.1532,-3.56053,24.3033,-0.145985,1.68198,1,13,20.4208,-16.2122,12.4085,-0.438977,20.4158,-0.0215001,2.48832,-1,91.2785,87.2163,197.579
173439,1130676816,-13,38.2051,1.77116,-38.1605,-0.505495,38.2016,-0.0132319,-1.52442,1,-13,27.9181,-9.84383,14.2616,-21.8887,17.329,-1.05576,2.17494,1,13,22.3852,-8.44383,11.5042,-17.2465,14.2704,-1.02144,2.20396,-1,13,18.5585,3.06914,12.7189,-13.1611,13.084,-0.885535,1.33402,-1,50.9997,12.5593,92.1648
171369,160966858,13,67.3001,64.5811,11.0748,15.36,65.5238,0.232323,0.169834,-1,-13,129.302,-60.9269,19.9339,112.293,64.1049,1.32674,2.82539,1,-13,78.5007,3.41339,-16.7174,76.624,17.0623,2.20736,-1.36938,1,13,17.4511,2.15662,-12.0571,-12.4301,12.2484,-0.891821,-1.3938,-1,90.2317,89.711,220.665
172208,66033190,-13,174.111,-15.7077,76.4265,155.65,78.024,1.44135,1.7735,1,-13,77.9052,20.829,-55.4564,-50.596,59.239,-0.774357,-1.21151,1,13,43.4982,-43.1316,2.11612,5.22236,43.1835,0.120641,3.09257,-1,13,42.6767,6.75996,42.0596,2.5659,42.5993,0.060197,1.41144,-1,88.5759,96.6304,310.515
172802,107360878,13,355.588,30.3283,-90.6312,-342.504,95.5711,-1.98848,-1.24788,-1,-13,117.389,-38.4107,66.9903,88.4145,77.221,0.980251,2.09141,1,13,44.7248,24.2229,37.5971,0.0483876,44.7246,0.0010819,0.998455,-1,-13,15.0525,-13.8183,3.22485,-5.02211,14.1896,-0.346927,2.91232,1,93.207,85.5303,465.202
172822,2554393033,13,66.5574,-8.34719,59.2037,-29.2424,59.7893,-0.471434,1.71086,-1,-13,35.5126,0.226785,-34.4643,-8.56148,34.465,-0.245925,-1.56422,1,13,15.4778,4.0629,-3.92908,-14.4085,5.65198,-1.66538,-0.768655,-1,-13,11.5995,-4.56967,-3.26626,10.1482,5.61697,1.35369,-2.52102,1,91.1656,25.7488,120.53
166859,71964992,13,63.8967,36.6738,-25.5182,-45.6797,44.6783,-0.897134,-0.607911,-1,-13,31.7638,-22.4142,19.4462,-11.3304,29.6741,-0.373109,2.42698,1,-13,19.8499,11.4193,-7.95444,-14.154,13.9166,-0.893383,-0.608427,1,13,9.83058,3.22133,4.70696,-8.00604,5.70372,-1.1401,0.970634,-1,75.2369,12.8441,92.306
167281,480301165,-13,84.5422,52.1843,-45.908,-48.1312,69.5036,-0.646511,-0.721502,1,-13,64.371,9.81096,63.6138,0.80395,64.3659,0.01249,1.41778,1,13,98.0444,-32.2898,-42.7427,-82.1165,53.5684,-1.21289,-2.21777,-1,13,27.1162,6.14548,3.42665,-26.1872,7.03625,-2.02492,0.508651,-1,90.1035,54.558,221.683
172992,1153485608,13,30.045,25.2616,-11.3364,11.663,27.6887,0.409664,-0.421824,-1,-13,47.0828,-14.3106,16.626,-41.6601,21.9367,-1.39758,2.28149,1,13,10.0443,-2.82738,9.43,1.9892,9.84474,0.200707,1.8621,-1,-13,9.47518,2.45958,-6.59972,6.33736,7.04314,0.808712,-1.21406,1,70.0069,17.4221,93.237
196453,1259337833,11,164.046,-17.8969,100.191,-128.657,101.777,-1.05638,1.74756,-1,-11,30.9987,-14.5764,22.462,15.6174,26.7771,0.554399,2.14642,1,13,96.8524,4.78262,-35.4308,-90.0121,35.7521,-1.65377,-1.43662,-1,-13,33.5624,28.4867,17.2839,4.02514,33.32,0.12051,0.545356,1,90.433,95.7409,235.352
198954,105011803,-11,123.242,-40.1523,22.2569,114.372,45.9084,1.644,2.63544,1,11,28.3328,-12.3626,-25.4831,-0.725097,28.3236,-0.0255977,-2.02248,-1,-13,49.6935,43.7286,-15.9497,-17.4024,46.5466,-0.365666,-0.349748,1,13,30.0204,-0.236213,19.3908,22.9162,19.3923,1.00422,1.58298,-1,85.3874,66.4866,198.024
202016,407076966,-11,492.281,58.0146,-64.5211,484.574,86.7679,2.4211,-0.838447,1,11,14.9524,2.75536,-14.0194,4.40885,14.2876,0.30388,-1.37673,-1,-13,127.535,-54.4985,100.216,57.0256,114.076,0.481115,2.06888,1,13,36.5013,-0.739393,-14.6431,33.4271,14.6618,1.56223,-1.62125,-1,91.2135,91.3914,338.789
194050,59331872,11,29.561,-19.6651,21.9321,2.47351,29.4573,0.0838708,2.30175,-1,-11,12.2845,-5.92602,5.55956,9.21313,8.12566,0.972914,2.38809,1,13,56.6742,-40.1619,32.1253,23.8106,51.4297,0.447852,2.46692,-1,-13,36.45,-17.7381,-31.8368,-0.610573,36.4448,-0.0167526,-2.07912,1,69.1476,14.2747,96.2145
195398,53211301,-11,74.2414,-70.0482,-0.368283,-24.5948,70.0491,-0.344268,-3.13634,1,11,111.095,-26.038,-51.6104,-94.8713,57.8067,-1.27061,-2.03805,-1,-13,112.753,14.7563,70.2179,-86.9769,71.7517,-1.02376,1.36366,1,13,54.1899,52.852,7.18352,-9.57051,53.338,-0.178482,0.13509,-1,90.2398,89.3686,275.648
194108,394007716,-11,81.8004,25.4106,68.5647,36.6672,73.1219,0.482511,1.21588,1,11,28.7354,7.99573,-11.8084,-24.947,14.2608,-1.32557,-0.97559,-1,13,85.9103,-62.5533,-23.898,53.8195,66.9629,0.735571,-2.77666,-1,-13,33.6828,30.6483,-12.9054,5.35285,33.2546,0.160279,-0.398548,1,91.8081,87.9973,218.021
195113,311362990,-11,218.469,-28.0978,-96.7928,193.831,100.789,1.40873,-1.85332,1,11,179.817,-34.8748,14.8548,175.777,37.9067,2.23866,2.73892,-1,-13,50.2785,15.8996,-18.0519,44.1502,24.0556,1.36748,-0.848707,1,13,35.9236,-16.0088,-0.378253,32.1569,16.0133,1.44727,-3.11797,-1,106.504,35.6136,147.771
195113,622426000,11,179.707,-56.5283,76.3471,152.546,94.9965,1.25206,2.20813,-1,-11,74.7221,-45.3529,57.3667,15.3484,73.1288,0.208371,2.23977,1,13,210.051,98.9892,-34.7561,-181.974,104.914,-1.31819,-0.337663,-1,-13,123.852,3.8234,-62.1296,-107.073,62.2472,-1.31098,-1.50933,1,91.0301,89.3634,574.543
195948,116169718,11,305.142,42.2337,-53.3517,297.458,68.0447,2.18109,-0.901192,-1,-11,58.9975,-18.9841,14.5788,53.9238,23.9361,1.5513,2.48671,1,13,68.8703,9.18489,62.6759,27.0272,63.3454,0.414677,1.42529,-1,-13,37.5409,-30.8885,-17.9097,11.5954,35.7051,0.3193,-2.61615,1,85.7705,84.1679,263.203
194314,243501633,11,126.519,-24.361,-87.9002,87.6765,91.2135,0.853687,-1.84115,-1,-11,50.8594,-18.7563,14.5578,44.9772,23.743,1.39536,2.48156,1,13,100.912,33.4148,66.7739,67.8821,74.668,0.81563,1.10682,-1,-13,20.4737,-6.56597,-15.7251,-11.3477,17.0409,-0.624518,-1.96634,1,90.6179,81.4119,229.579
194210,74688978,11,11.8295,3.58474,-11.2663,0.398418,11.8228,0.0336926,-1.26274,-1,-11,9.94577,8.75018,2.90699,-3.72854,9.22043,-0.394097,0.320748,1,-13,39.2998,35.4981,2.40515,-16.6902,35.5794,-0.453402,0.067651,1,13,37.5906,-32.4952,11.0167,-15.3536,34.3119,-0.433742,2.81473,-1,68.5285,15.5257,90.6792
195165,306811048,-11,162.613,-8.60362,45.6802,155.827,46.4834,1.92434,1.75696,1,11,14.5764,12.6266,-0.129733,-7.28171,12.6272,-0.548714,-0.0102742,-1,13,81.8326,1.19726,-48.858,65.6356,48.8726,1.1044,-1.5463,-1,-13,34.8841,13.0597,-10.8648,-30.4679,16.9883,-1.34726,-0.69391,1,92.8222,85.0829,228.243
194479,42464759,-11,12.219,2.79637,9.14877,-7.60155,9.56659,-0.728441,1.27416,1,11,38.4071,-8.91798,-0.803635,37.3488,8.95411,2.1354,-3.05172,-1,-13,68.6175,33.0916,11.652,-58.9706,35.0831,-1.29109,0.338556,1,13,34.1052,-29.5998,-15.4865,-6.86807,33.4063,-0.204171,-2.65956,-1,78.6786,39.6357,148.95
194533,677674570,-11,183.311,-144.204,88.2957,70.7957,169.088,0.407333,2.59218,1,11,94.1261,-55.7582,1.63544,75.816,55.7822,1.114,3.11227,-1,13,221.8,21.4801,-39.1765,217.254,44.6788,2.28512,-1.06927,-1,-13,36.2293,19.6354,0.343965,30.4447,19.6384,1.22233,0.0175158,1,86.0459,45.0144,321.56
195147,607057396,-11,128.099,63.8082,9.08692,-110.704,64.452,-1.30972,0.141459,1,11,41.7835,-29.2013,14.6669,-26.039,32.6777,-0.730202,2.67613,-1,-13,294.56,-55.9612,-14.0248,-288.855,57.6919,-2.31378,-2.89603,1,13,35.2088,20.4017,-10.6682,-26.6384,23.0226,-0.988187,-0.481805,-1,91.6495,85.6569,212.443
194789,377461820,11,17.7963,-8.04173,-11.203,-11.2487,13.7904,-0.744869,-2.19338,-1,-11,10.0905,-9.94263,-0.638944,1.5981,9.96314,0.159721,-3.07742,1,-13,311.146,24.3911,-90.3297,-296.745,93.5648,-1.87134,-1.30706,1,13,27.3647,21.6855,8.17073,-14.5531,23.1738,-0.592686,0.360333,-1,93.8615,14.8618,147.017
196334,252537006,11,128.605,95.5137,83.3155,-21.7934,126.745,-0.17111,0.717292,-1,-11,18.7854,-14.5555,-5.92555,-10.2917,15.7154,-0.61531,-2.75498,1,-13,264.715,-74.2866,-66.8166,245.135,99.9148,1.6298,-2.40908,1,13,20.3378,-7.94088,-18.4745,-3.04115,20.1088,-0.150664,-1.97675,-1,90.2834,92.7892,377.941
194051,6362525,11,62.1973,20.8954,-27.4431,-51.7568,34.4926,-1.19505,-0.920033,-1,-11,29.7834,-12.8219,1.43376,26.8439,12.9018,1.47912,3.03023,1,13,48.7852,2.99041,23.6907,-42.5417,23.8787,-1.34146,1.44523,-1,-13,32.0198,-10.988,13.3278,-26.9609,17.2733,-1.22805,2.26027,1,84.2505,16.2639,144.289
195397,1053831791,-11,48.9402,-48.3436,6.99749,3.0127,48.8474,0.0616368,2.99785,1,11,46.6657,42.3013,1.48989,19.6486,42.3275,0.448969,0.0352064,-1,-13,44.9227,40.0113,11.9731,16.5463,41.7643,0.386489,0.290762,1,13,42.4014,-32.1472,-23.9305,13.8478,40.0763,0.339004,-2.50168,-1,92.2952,80.6033,175.023
195649,323790844,11,40.872,-37.7927,-10.9441,11.066,39.3454,0.277672,-2.85972,-1,-11,75.0117,-1.13507,-13.6193,-73.7562,13.6665,-2.38744,-1.65395,1,-13,86.6285,59.5887,37.5242,-50.454,70.4193,-0.666115,0.561986,1,13,19.3051,-8.8004,-4.01701,16.706,9.67385,1.31439,-2.71338,-1,85.9082,79.88,199.203
195757,244623214,11,48.9512,24.3602,41.3829,-9.50027,48.0204,-0.19657,1.03876,-1,-11,41.8487,-30.9263,-27.5468,6.004,41.4158,0.144466,-2.41393,1,13,54.5145,52.3258,-13.8512,-6.4787,54.128,-0.119408,-0.258775,-1,-13,51.294,-21.2219,11.0964,-45.3604,23.9478,-1.39526,2.65981,1,89.4307,86.7934,186.73
195552,793110394,-11,186.233,168.364,-37.2434,70.3516,172.434,0.397445,-0.217702,1,11,84.563,74.9045,38.7405,-6.27671,84.3297,-0.0743621,0.477311,-1,-13,279.057,-186.502,-3.28815,207.554,186.531,0.958867,-3.12396,1,13,198.315,-57.5069,5.05283,189.727,57.7285,1.90536,3.05395,-1,100.216,102.509,588.978
195099,137440354,-11,21.2157,6.88989,-20.0607,0.455684,21.2109,0.0214819,-1.23997,1,11,10.9996,-7.73787,6.8663,-3.73783,10.3451,-0.353882,2.4158,-1,-13,60.1057,-10.7721,42.0162,-41.6087,43.3751,-0.852283,1.82177,1,13,91.5811,8.43019,-22.3229,-88.4178,23.8616,-2.02068,-1.20971,-1,75.5558,29.1933,126.477
194619,132342073,-11,100.275,-33.9645,29.0119,-89.7768,44.6685,-1.44803,2.43468,1,11,52.7168,31.0233,-27.3382,-32.6993,41.35,-0.725462,-0.72234,-1,-13,61.4216,-40.7139,-20.0798,-41.3737,45.3963,-0.817309,-2.68341,1,13,50.8904,41.1678,19.0051,-23.1048,45.343,-0.489744,0.4325,-1,91.623,91.9518,188.223
194480,955425019,-11,58.3119,-33.8434,-8.0411,-46.8001,34.7856,-1.10582,-2.90832,1,11,49.8773,18.4769,-2.88621,46.2387,18.701,1.63698,-0.154954,-1,-13,40.9817,-26.7266,30.688,-4.83919,40.6948,-0.118636,2.28731,1,13,37.1063,0.801996,-36.8483,4.29264,36.857,0.116206,-1.54903,-1,106.532,73.3989,180.834
195115,18955331,11,99.4633,-53.8127,69.8133,46.0787,88.1459,0.501472,2.22748,-1,-11,43.033,17.174,30.7544,-24.7196,35.2248,-0.654114,1.06151,1,13,170.202,13.0949,-129.55,109.608,130.21,0.764957,-1.47006,-1,-13,18.5078,15.3254,9.97744,-2.84794,18.2871,-0.155112,0.577106,1,91.6119,95.4371,304.72
195658,59123305,11,83.1624,69.4396,24.4767,38.6653,73.6272,0.503593,0.33889,-1,-11,28.6188,-25.3154,-12.0867,5.66369,28.0528,0.200547,-2.69615,1,-13,156.67,-4.14395,33.352,153.023,33.6085,2.22081,1.69441,1,13,17.5723,-0.586255,-16.8945,-4.7966,16.9046,-0.280069,-1.60548,-1,91.8123,89.9789,205.786
196218,446438292,11,193.454,-19.3073,84.9565,172.725,87.1227,1.4358,1.79426,-1,-11,32.7055,19.7042,-15.6066,20.9244,25.136,0.757805,-0.66987,1,-13,137.024,-37.2738,-44.1624,124.241,57.7897,1.50872,-2.27181,1,13,181.507,42.2674,-4.69711,176.454,42.5276,2.13027,-0.110674,-1,92.9076,94.0122,227.73
195304,393582426,-11,69.5906,-3.72096,45.584,52.4511,45.7356,0.981486,1.65224,1,11,73.3718,-12.3183,-43.3541,57.8973,45.0702,1.06903,-1.84763,-1,-13,49.4215,40.9699,-24.7568,-12.2899,47.8689,-0.254002,-0.543552,1,13,49.6671,-25.3682,21.3691,36.9679,33.169,0.960086,2.44155,-1,89.4386,94.6291,200.886
195530,215099909,11,228.636,-105.806,50.6369,196.254,117.299,1.28711,2.69523,-1,-11,30.225,-28.8631,7.94599,-4.16342,29.9368,-0.138629,2.87295,1,13,346.241,159.832,176.832,251.132,238.36,0.91876,0.835851,-1,-13,64.2735,51.9877,2.09724,37.7353,52.03,0.673238,0.0403193,1,90.5259,92.4268,392.912
195774,1162374710,-11,27.1004,-18.7246,-14.3586,-13.3286,23.5962,-0.538463,-2.48741,1,11,9.70067,-9.33282,2.46261,-0.967953,9.65225,-0.100115,2.88361,-1,-13,65.8806,-34.6707,3.74614,-55.8942,34.8725,-1.25047,3.03396,1,13,23.3923,17.3478,-14.8691,-5.01488,22.8481,-0.217762,-0.708613,-1,61.9349,14.8726,87.4615
195915,426559109,11,316.795,61.5443,-28.6834,309.433,67.9002,2.22168,-0.436131,-1,-11,58.6805,-7.36524,-37.3611,44.6464,38.0801,0.998205,-1.76544,1,-13,61.1784,-46.6002,34.2156,20.0123,57.8125,0.339593,2.50826,1,13,116.673,17.8419,46.5644,105.48,49.8656,1.49403,1.20489,-1,91.173,92.36,274.442
196453,1181788896,-11,170.55,-35.0895,-1.75338,-166.892,35.1332,-2.26225,-3.09167,1,11,24.1278,23.3858,3.79581,-4.56596,23.6918,-0.191549,0.16091,-1,-13,33.7215,25.3344,-16.5678,14.8595,30.2708,0.473043,-0.579156,1,13,75.6735,-15.2238,6.21144,-73.8655,16.4422,-2.20771,2.7542,-1,90.9728,91.4355,198.179
195147,567117841,-11,109.149,-96.5139,5.32163,-50.6969,96.6605,-0.503003,3.08651,1,11,54.2189,5.25708,29.1247,-45.4291,29.5953,-1.21403,1.39222,-1,-13,113.531,84.3356,-66.0445,-37.6153,107.118,-0.344312,-0.66436,1,13,56.562,19.4054,19.1054,-49.5749,27.2321,-1.36033,0.777607,-1,91.4551,89.0752,277.991
195915,1056539444,-11,28.667,25.3118,-13.3571,1.64275,28.6199,0.0573673,-0.485563,1,11,49.6706,-0.466344,11.1633,-48.3976,11.173,-2.17216,1.61255,-1,13,140.207,-51.1857,35.7035,-125.551,62.4076,-1.4489,2.53253,-1,-13,74.7066,18.2324,-20.2361,-69.564,27.2382,-1.66707,-0.83744,1,82.4166,57.6945,165.084
194119,140486819,11,108.079,40.7012,0.404898,100.122,40.7032,1.63219,0.00994772,-1,-11,37.58,-24.6329,-26.6036,9.88588,36.2564,0.269395,-2.31775,1,-13,103.525,-67.8737,-24.5608,74.2113,72.1809,0.901126,-2.79439,1,13,46.3258,30.0843,-0.909614,35.2162,30.098,0.996658,-0.0302263,-1,91.6738,90.3901,189.823
201191,1357605031,-11,100.071,-28.3953,64.1247,-71.3863,70.1303,-0.89398,1.98766,1,11,24.5916,-11.6694,-21.3972,-3.27565,24.3724,-0.133998,-2.07008,-1,-13,24.0013,-21.0535,-8.70326,7.5533,22.7815,0.325762,-2.7496,1,13,13.3035,-5.84821,-11.8388,-1.6165,13.2045,-0.122117,-2.02962,-1,80.8431,14.5162,128.583
201625,845122892,11,120.663,-21.1482,115.669,-27.0728,117.586,-0.228251,1.75163,-1,-11,21.7849,17.3305,-6.25746,11.6224,18.4256,0.595037,-0.346499,1,-13,120.493,-18.8874,-105.261,-55.516,106.942,-0.49825,-1.74834,1,13,26.1353,25.7419,-1.04655,4.39357,25.7632,0.169721,-0.0406332,-1,89.8174,86.8228,281.273
198212,221918655,11,76.6811,35.603,-67.8737,2.36037,76.6448,0.0307913,-1.0877,-1,-11,29.3146,3.19586,27.0504,-10.8355,27.2386,-0.387993,1.4532,1,-13,130.772,0.704673,56.7917,117.795,56.7961,1.47624,1.55839,1,13,22.9661,-8.71354,-21.2423,-0.522432,22.9599,-0.0227521,-1.96006,-1,92.4923,89.3945,233.772
200600,82431995,-11,126.02,99.9814,-20.9845,73.7869,102.16,0.670815,-0.206882,1,11,43.3979,6.37124,-42.2648,-7.51501,42.7423,-0.174928,-1.42118,-1,13,145.055,35.0384,79.0324,116.478,86.4512,1.10698,1.15349,-1,-13,22.5592,-6.68007,-21.2078,3.80993,22.2349,0.170521,-1.87594,1,94.8643,97.3522,246.191
202504,1394353502,-11,103.205,-16.7848,84.5925,-56.689,86.2416,-0.617358,1.76667,1,11,22.3049,-12.6286,-17.3146,6.18327,21.4307,0.284663,-2.20096,-1,-13,93.9431,79.6848,-14.7863,47.5078,81.0451,0.556947,-0.183473,1,13,24.2123,-18.5615,-8.09287,-13.2739,20.2491,-0.615858,-2.73044,-1,92.3538,88.3767,236.92
202237,1294338754,11,77.2072,9.88106,-56.2171,-51.9899,57.0789,-0.816904,-1.39681,-1,-11,59.053,-16.2888,37.1673,-42.9013,40.58,-0.921251,1.98384,1,-13,153.654,-90.5906,-32.2861,119.836,96.172,1.04513,-2.79923,1,13,61.4462,-3.70083,37.9328,48.1978,38.1129,1.05668,1.66805,-1,95.4475,95.7003,328.306
